"Código provincia";"Código Municipio";"NOMBRE";"Población total";"Varones ";"Mujeres"
"29";"0094";"Almáchar";1.956;991;965
"29";"0108";"Almargen";2.145;449;1.696
"29";"0115";"Almogía";4.159;2.133;2.026
"29";"0120";"Álora";12.633;6.316;6.317
"29";"0136";"Alozaina";2.188;1.144;1.044
"29";"0141";"Alpandeire";311;158;153
"29";"0154";"Antequera";40.239;19.643;20.596
"29";"0167";"Árchez";333;166;167
"29";"0173";"Archidona";8.168;4.060;4.108
"29";"0189";"Ardales";2.977;1.473;1.504
"29";"0192";"Arenas";1.224;653;571
"29";"0206";"Arriate";3.415;1.632;1.783
"29";"0213";"Atajate";176;96;80
"29";"0228";"Benadalid";253;130;123
"29";"0234";"Benahavís";1.710;836;874
"29";"0249";"Benalauría";509;270;239
"29";"0252";"Benalmádena";28.479;13.956;14.523
"29";"0265";"Benamargosa";1.558;795;763
"29";"0271";"Benamocarra";2.795;1.400;1.395
"29";"0287";"Benaoján";1.684;823;861
"29";"0290";"Benarrabá";602;321;281
"29";"0304";"Borge (El)";1.032;528;504
"29";"0311";"Burgo (El)";2.051;1.058;993
"29";"0326";"Campillos";7.638;3.835;3.803
"29";"0332";"Canillas de Aceituno";2.269;1.129;1.140
"29";"0347";"Canillas de Albaida";667;357;310
"29";"0350";"Cañete la Real";2.233;1.157;1.076
"29";"0363";"Carratraca";852;417;435
"29";"0379";"Cartajima";254;134;120
"29";"0385";"Cártama";12.752;6.423;6.329
"29";"0398";"Casabermeja";2.982;1.557;1.425
"29";"0402";"Casarabonela";2.552;1.296;1.256
"29";"0419";"Casares";3.144;1.656;1.488
"29";"0424";"Coín";17.450;8.705;8.745
"29";"0430";"Colmenar";3.149;1.550;1.599
"29";"0445";"Comares";1.395;715;680
"29";"0458";"Cómpeta";2.681;1.355;1.326
"29";"0461";"Cortes de la Frontera";3.628;1.805;1.823
"29";"0477";"Cuevas Bajas";1.501;723;778
"29";"0496";"Cuevas de San Marcos";4.073;2.009;2.064
"29";"0483";"Cuevas del Becerro";1.999;1.023;976
"29";"0509";"Cútar";611;307;304
"29";"0516";"Estepona";39.178;19.432;19.746
"29";"0521";"Faraján";302;155;147
"29";"0537";"Frigiliana";2.155;1.055;1.100
"29";"0542";"Fuengirola";44.924;22.056;22.868
"29";"0555";"Fuente de Piedra";2.065;990;1.075
"29";"0568";"Gaucín";1.677;866;811
"29";"0574";"Genalguacil";583;299;284
"29";"0580";"Guaro";2.020;1.016;1.004
"29";"0593";"Humilladero";2.564;1.302;1.262
"29";"0607";"Igualeja";930;461;469
"29";"0614";"Istán";1.303;649;654
"29";"0629";"Iznate";758;383;375
"29";"0635";"Jimera de Líbar";422;195;227
"29";"0640";"Jubrique";849;416;433
"29";"0653";"Júzcar";217;119;98
"29";"0666";"Macharaviaya";325;175;150
"29";"0672";"Málaga";528.079;252.877;275.202
"29";"0688";"Manilva";5.428;2.762;2.666
"29";"0691";"Marbella";98.377;48.532;49.845
"29";"0705";"Mijas";37.490;18.721;18.769
"29";"0712";"Moclinejo";1.029;519;510
"29";"0727";"Mollina";3.359;1.634;1.725
"29";"0733";"Monda";1.637;815;822
"29";"0748";"Montejaque";1.009;495;514
"29";"0751";"Nerja";15.326;7.541;7.785
"29";"0764";"Ojén";1.961;1.030;931
"29";"0770";"Parauta";230;120;110
"29";"0799";"Periana";3.417;1.771;1.646
"29";"0803";"Pizarra";6.602;3.197;3.405
"29";"0810";"Pujerra";313;175;138
"29";"0825";"Rincón de la Victoria";20.629;10.281;10.348
"29";"0831";"Riogordo";2.680;1.371;1.309
"29";"0846";"Ronda";33.806;16.554;17.252
"29";"0859";"Salares";219;107;112
"29";"0862";"Sayalonga";1.147;598;549
"29";"0878";"Sedella";498;268;230
"29";"0884";"Sierra de Yeguas";3.175;1.577;1.598
"29";"0897";"Teba";4.371;2.231;2.140
"29";"0901";"Tolox";2.512;1.299;1.213
"29";"9018";"Torremolinos";37.235;18.310;18.925
"29";"0918";"Torrox";11.691;5.793;5.898
"29";"0923";"Totalán";613;313;300
"29";"0939";"Valle de Abdalajís";3.049;1.491;1.558
"29";"0944";"Vélez-Málaga";53.816;26.748;27.068
"29";"0957";"Villanueva de Algaidas";4.143;2.046;2.097
"29";"0982";"Villanueva de Tapia";1.613;821;792
"29";"0960";"Villanueva del Rosario";3.326;1.618;1.708
"29";"0976";"Villanueva del Trabuco";4.697;2.378;2.319
"29";"0995";"Viñuela";1.189;593;596
"29";"1009";"Yunquera";3.261;1.689;1.572
"30";"0011";"Abanilla";6.065;3.005;3.060
"30";"0026";"Abarán";12.095;6.002;6.093
"30";"0032";"Águilas";26.197;13.055;13.142
"30";"0047";"Albudeite";1.348;673;675
"30";"0050";"Alcantarilla";32.667;16.052;16.615
"30";"9027";"Alcázares (Los)";6.134;3.057;3.077
"30";"0063";"Aledo";1.005;511;494
"30";"0079";"Alguazas";6.933;3.440;3.493
"30";"0085";"Alhama de Murcia";15.471;7.729;7.742
"30";"0098";"Archena";14.176;7.066;7.110
"30";"0102";"Beniel";7.906;3.927;3.979
"30";"0119";"Blanca";5.703;2.816;2.887
"30";"0124";"Bullas";10.613;5.343;5.270
"30";"0130";"Calasparra";8.934;4.493;4.441
"30";"0145";"Campos del Río";2.009;978;1.031
"30";"0158";"Caravaca de la Cruz";21.924;10.864;11.060
"30";"0161";"Cartagena";175.628;86.656;88.972
"30";"0177";"Cehegín";14.037;7.051;6.986
"30";"0183";"Ceutí";7.041;3.561;3.480
"30";"0196";"Cieza";31.637;15.482;16.155
"30";"0200";"Fortuna";6.502;3.310;3.192
"30";"0217";"Fuente Álamo de Murcia";9.451;4.771;4.680
"30";"0222";"Jumilla";20.420;10.148;10.272
"30";"0238";"Librilla";3.823;1.888;1.935
"30";"0243";"Lorca";69.930;34.607;35.323
"30";"0256";"Lorquí";5.482;2.724;2.758
"30";"0269";"Mazarrón";16.829;8.560;8.269
"30";"0275";"Molina de Segura";42.008;20.854;21.154
"30";"0281";"Moratalla";8.574;4.357;4.217
"30";"0294";"Mula";13.518;6.713;6.805
"30";"0308";"Murcia";349.040;169.669;179.371
"30";"0315";"Ojós";594;293;301
"30";"0320";"Pliego";3.383;1.729;1.654
"30";"0336";"Puerto Lumbreras";10.585;5.175;5.410
"30";"0341";"Ricote";1.604;783;821
"30";"0354";"San Javier";17.523;8.923;8.600
"30";"0367";"San Pedro del Pinatar";14.487;7.147;7.340
"30";"9012";"Santomera";10.306;5.174;5.132
"30";"0373";"Torre-Pacheco";21.301;11.633;9.668
"30";"0389";"Torres de Cotillas (Las)";15.380;7.705;7.675
"30";"0392";"Totana";21.666;10.882;10.784
"30";"0406";"Ulea";971;479;492
"30";"0413";"Unión (La)";14.188;7.061;7.127
"30";"0428";"Villanueva del Río Segura";1.458;705;753
"30";"0434";"Yecla";28.522;14.292;14.230
"31";"0018";"Abáigar";94;50;44
"31";"0023";"Abárzuza";517;256;261
"31";"0039";"Abaurregaina/Abaurrea Alta";185;109;76
"31";"0044";"Abaurrepea/Abaurrea Baja";45;32;13
"31";"0057";"Aberin";353;186;167
"31";"0060";"Ablitas";2.255;1.155;1.100
"31";"0076";"Adiós";128;63;65
"31";"0082";"Aguilar de Codés";108;59;49
"31";"0095";"Aibar";929;475;454
"31";"0116";"Allín";817;428;389
"31";"0121";"Allo";1.028;515;513
"31";"0109";"Altsasu/Alsasua";7.037;3.550;3.487
"31";"0137";"Améscoa Baja";827;439;388
"31";"0142";"Ancín";265;133;132
"31";"0155";"Andosilla";2.505;1.246;1.259
"31";"0168";"Ansoáin";6.027;3.075;2.952
"31";"0174";"Anue";431;254;177
"31";"0180";"Añorbe";395;220;175
"31";"0193";"Aoiz/Agoitz";1.861;925;936
"31";"0207";"Araitz";606;356;250
"31";"0253";"Arakil";872;462;410
"31";"0214";"Aranarache";91;45;46
"31";"0235";"Aranguren";3.241;1.714;1.527
"31";"0240";"Arano";141;73;68
"31";"0229";"Arantza";703;390;313
"31";"0266";"Aras";228;121;107
"31";"0272";"Arbizu";925;485;440
"31";"0288";"Arce";303;168;135
"31";"0291";"Arcos (Los)";1.326;654;672
"31";"0305";"Arellano";205;109;96
"31";"0312";"Areso";307;157;150
"31";"0327";"Arguedas";2.257;1.128;1.129
"31";"0333";"Aria";68;42;26
"31";"0348";"Aribe";67;32;35
"31";"0351";"Armañanzas";97;52;45
"31";"0364";"Arróniz";1.196;627;569
"31";"0370";"Arruazu";104;57;47
"31";"0386";"Artajona";1.637;858;779
"31";"0399";"Artazu";84;47;37
"31";"0403";"Atez";208;128;80
"31";"0581";"Auritz/Burguete";328;149;179
"31";"0410";"Ayegui";832;431;401
"31";"0425";"Azagra";3.507;1.737;1.770
"31";"0431";"Azuelo";60;28;32
"31";"0446";"Bakaiku";365;202;163
"31";"9019";"Barañain";20.182;9.921;10.261
"31";"0459";"Barásoain";456;225;231
"31";"0462";"Barbarin";106;49;57
"31";"0478";"Bargota";386;190;196
"31";"0484";"Barillas";189;89;100
"31";"0497";"Basaburua";685;398;287
"31";"0500";"Baztan";7.741;3.935;3.806
"31";"1379";"Beintza-Labaien";300;164;136
"31";"0517";"Beire";342;167;175
"31";"0522";"Belascoáin";102;51;51
"31";"2508";"Bera/Vera de Bidasoa";3.507;1.783;1.724
"31";"0538";"Berbinzana";720;362;358
"31";"9058";"Beriáin";2.431;1.208;1.223
"31";"9024";"Berrioplano";1.038;520;518
"31";"9030";"Berriozar";5.412;2.776;2.636
"31";"0543";"Bertizarana";637;319;318
"31";"0556";"Betelu";340;185;155
"31";"0569";"Biurrun-Olcoz";176;96;80
"31";"0575";"Buñuel";2.383;1.157;1.226
"31";"0594";"Burgui";238;133;105
"31";"0608";"Burlada";15.860;7.815;8.045
"31";"0615";"Busto (El)";102;54;48
"31";"0620";"Cabanillas";1.465;751;714
"31";"0636";"Cabredo";128;66;62
"31";"0641";"Cadreita";1.869;915;954
"31";"0654";"Caparroso";2.286;1.122;1.164
"31";"0667";"Cárcar";1.239;600;639
"31";"0673";"Carcastillo";2.655;1.333;1.322
"31";"0689";"Cascante";3.548;1.748;1.800
"31";"0692";"Cáseda";1.067;524;543
"31";"0706";"Castejón";3.179;1.581;1.598
"31";"0713";"Castillonuevo";27;16;11
"31";"0728";"Cintruénigo";5.475;2.710;2.765
"31";"0749";"Cirauqui";450;249;201
"31";"0752";"Ciriza";53;20;33
"31";"0765";"Cizur";1.091;564;527
"31";"0771";"Corella";6.458;3.219;3.239
"31";"0787";"Cortes";3.207;1.634;1.573
"31";"0790";"Desojo";144;83;61
"31";"0804";"Dicastillo";703;370;333
"31";"0811";"Donamaria";382;193;189
"31";"2212";"Doneztebe/Santesteban";1.297;638;659
"31";"0832";"Echarri";51;27;24
"31";"0863";"Egüés";9.541;4.773;4.768
"31";"0879";"Elgorriaga";199;102;97
"31";"0898";"Enériz";182;92;90
"31";"0902";"Eratsun";189;118;71
"31";"0919";"Ergoiena";482;275;207
"31";"0924";"Erro";797;433;364
"31";"0945";"Eslava";184;90;94
"31";"0958";"Esparza de Salazar";116;61;55
"31";"0961";"Espronceda";181;103;78
"31";"0977";"Estella/Lizarra";12.535;6.021;6.514
"31";"0983";"Esteribar";1.452;769;683
"31";"0996";"Etayo";94;51;43
"31";"0826";"Etxalar";812;423;389
"31";"0847";"Etxarri-Aranatz";2.309;1.193;1.116
"31";"0850";"Etxauri";375;193;182
"31";"1000";"Eulate";404;209;195
"31";"1017";"Ezcabarte";1.140;610;530
"31";"0930";"Ezcároz";356;192;164
"31";"1022";"Ezkurra";252;155;97
"31";"1038";"Ezprogui";65;32;33
"31";"1043";"Falces";2.595;1.274;1.321
"31";"1056";"Fitero";2.034;1.017;1.017
"31";"1069";"Fontellas";646;327;319
"31";"1075";"Funes";2.142;1.100;1.042
"31";"1081";"Fustiñana";2.311;1.166;1.145
"31";"1094";"Galar";1.066;569;497
"31";"1108";"Gallipienzo";161;92;69
"31";"1115";"Gallués";120;74;46
"31";"1120";"Garaioa";131;71;60
"31";"1136";"Garde";202;108;94
"31";"1141";"Garínoain";331;174;157
"31";"1154";"Garralda";219;113;106
"31";"1167";"Genevilla";127;67;60
"31";"1173";"Goizueta";923;496;427
"31";"1189";"Goñi";201;112;89
"31";"1192";"Güesa";78;45;33
"31";"1206";"Guesálaz";474;276;198
"31";"1213";"Guirguillano";76;42;34
"31";"2567";"Hiriberri/Villanueva de Aezkoa";155;86;69
"31";"1228";"Huarte/Uharte";2.793;1.407;1.386
"31";"1249";"Ibargoiti";224;127;97
"31";"2592";"Igantzi";587;305;282
"31";"1252";"Igúzquiza";342;168;174
"31";"1265";"Imotz";410;230;180
"31";"1271";"Irañeta";159;84;75
"31";"9045";"Irurtzun";1.974;1.005;969
"31";"1287";"Isaba";538;271;267
"31";"1290";"Ituren";456;231;225
"31";"1304";"Iturmendi";364;188;176
"31";"1311";"Iza";632;323;309
"31";"1326";"Izagaondoa";166;100;66
"31";"1332";"Izalzu";50;28;22
"31";"1347";"Jaurrieta";264;140;124
"31";"1350";"Javier";137;60;77
"31";"1363";"Juslapeña";464;256;208
"31";"1385";"Lakuntza";1.007;522;485
"31";"1398";"Lana";219;129;90
"31";"1402";"Lantz";119;75;44
"31";"1419";"Lapoblación";176;97;79
"31";"1424";"Larraga";1.889;994;895
"31";"1430";"Larraona";159;82;77
"31";"1445";"Larraun";1.099;611;488
"31";"1458";"Lazagurría";236;126;110
"31";"1461";"Leache";49;29;20
"31";"1477";"Legarda";76;46;30
"31";"1483";"Legaria";136;72;64
"31";"1496";"Leitza";3.026;1.578;1.448
"31";"9083";"Lekunberri";838;429;409
"31";"1509";"Leoz";265;162;103
"31";"1516";"Lerga";87;46;41
"31";"1521";"Lerín";1.923;960;963
"31";"1537";"Lesaka";2.760;1.449;1.311
"31";"1542";"Lezáun";281;159;122
"31";"1555";"Liédena";322;152;170
"31";"1568";"Lizoáin";237;135;102
"31";"1574";"Lodosa";4.589;2.326;2.263
"31";"1580";"Lónguida";294;155;139
"31";"1593";"Lumbier";1.405;749;656
"31";"1607";"Luquin";132;73;59
"31";"2482";"Luzaide/Valcarlos";466;233;233
"31";"1614";"Mañeru";374;186;188
"31";"1629";"Marañón";72;39;33
"31";"1635";"Marcilla";2.454;1.251;1.203
"31";"1640";"Mélida";827;425;402
"31";"1653";"Mendavia";3.543;1.755;1.788
"31";"1666";"Mendaza";379;183;196
"31";"1672";"Mendigorría";894;459;435
"31";"1688";"Metauten";296;162;134
"31";"1691";"Milagro";2.586;1.260;1.326
"31";"1705";"Mirafuentes";55;30;25
"31";"1712";"Miranda de Arga";999;502;497
"31";"1727";"Monreal";291;157;134
"31";"1733";"Monteagudo";1.172;595;577
"31";"1748";"Morentin";111;53;58
"31";"1751";"Mues";110;60;50
"31";"1764";"Murchante";3.059;1.513;1.546
"31";"1770";"Murieta";272;151;121
"31";"1786";"Murillo el Cuende";659;354;305
"31";"1799";"Murillo el Fruto";755;375;380
"31";"1803";"Muruzábal";214;109;105
"31";"1810";"Navascués";220;134;86
"31";"1825";"Nazar";57;31;26
"31";"0885";"Noáin (Valle de Elorz)";3.879;1.938;1.941
"31";"1831";"Obanos";759;364;395
"31";"1859";"Ochagavía";680;349;331
"31";"1846";"Oco";87;51;36
"31";"1862";"Odieta";334;180;154
"31";"1878";"Oitz";157;91;66
"31";"1884";"Olaibar";170;92;78
"31";"1897";"Olazti/Olazagutía";1.630;837;793
"31";"1901";"Olejua";55;26;29
"31";"1918";"Olite";3.109;1.557;1.552
"31";"1944";"Ollo";355;202;153
"31";"1923";"Olóriz";169;94;75
"31";"1939";"Olza";1.311;669;642
"31";"1957";"Orbaitzeta";242;133;109
"31";"1960";"Orbara";62;33;29
"31";"9061";"Orcoyen";1.260;650;610
"31";"1976";"Orísoain";93;52;41
"31";"1982";"Oronz";56;31;25
"31";"1995";"Oroz-Betelu";231;126;105
"31";"2114";"Orreaga/Roncesvalles";31;17;14
"31";"2009";"Oteiza";916;480;436
"31";"2016";"Pamplona/Iruña";171.150;81.377;89.773
"31";"2021";"Peralta";4.628;2.296;2.332
"31";"2037";"Petilla de Aragón";54;28;26
"31";"2042";"Piedramillera";73;43;30
"31";"2055";"Pitillas";593;303;290
"31";"2068";"Puente la Reina/Gares";2.094;1.034;1.060
"31";"2074";"Pueyo";324;170;154
"31";"2080";"Ribaforada";3.189;1.638;1.551
"31";"2093";"Romanzado";162;94;68
"31";"2107";"Roncal";363;180;183
"31";"2129";"Sada";249;135;114
"31";"2135";"Saldías";155;84;71
"31";"2140";"Salinas de Oro";108;64;44
"31";"2153";"San Adrián";5.340;2.595;2.745
"31";"2172";"San Martín de Unx";486;264;222
"31";"2166";"Sangüesa";4.558;2.343;2.215
"31";"2191";"Sansol";124;63;61
"31";"2205";"Santacara";1.048;533;515
"31";"2227";"Sarriés";83;48;35
"31";"2233";"Sartaguda";1.342;679;663
"31";"2248";"Sesma";1.390;678;712
"31";"2251";"Sorlada";51;26;25
"31";"2264";"Sunbilla";683;356;327
"31";"2270";"Tafalla";10.159;4.996;5.163
"31";"2286";"Tiebas-Muruarte de Reta";582;311;271
"31";"2299";"Tirapu";69;38;31
"31";"2303";"Torralba del Río";152;83;69
"31";"2310";"Torres del Río";185;87;98
"31";"2325";"Tudela";27.188;13.190;13.998
"31";"2331";"Tulebras";100;33;67
"31";"2346";"Ucar";119;68;51
"31";"1234";"Uharte-Arakil";751;396;355
"31";"2359";"Ujué";252;130;122
"31";"2362";"Ultzama";1.641;830;811
"31";"2378";"Unciti";236;135;101
"31";"2384";"Unzué";135;79;56
"31";"2397";"Urdazubi/Urdax";396;188;208
"31";"2401";"Urdiain";638;327;311
"31";"2418";"Urraul Alto";154;89;65
"31";"2423";"Urraul Bajo";274;127;147
"31";"2444";"Urrotz";214;121;93
"31";"2439";"Urroz";355;184;171
"31";"2457";"Urzainqui";112;59;53
"31";"2460";"Uterga";141;67;74
"31";"2476";"Uztárroz";282;141;141
"31";"2495";"Valtierra";2.423;1.178;1.245
"31";"2515";"Viana";3.389;1.725;1.664
"31";"2520";"Vidángoz";114;60;54
"31";"2536";"Vidaurreta";101;64;37
"31";"2541";"Villafranca";2.520;1.225;1.295
"31";"2554";"Villamayor de Monjardín";119;67;52
"31";"2573";"Villatuerta";767;389;378
"31";"2589";"Villava/Atarrabia";9.006;4.467;4.539
"31";"2606";"Yerri";1.486;790;696
"31";"2613";"Yesa";255;145;110
"31";"2628";"Zabalza";150;69;81
"31";"0734";"Ziordia";373;174;199
"31";"9077";"Zizur Mayor/Zizur Nagusia";9.397;4.697;4.700
"31";"2634";"Zubieta";308;179;129
"31";"2649";"Zugarramurdi";239;123;116
"31";"2652";"Zúñiga";126;71;55
"32";"0013";"Allariz";5.107;2.447;2.660
"32";"0028";"Amoeiro";2.264;1.103;1.161
"32";"0034";"Arnoia (A)";1.148;539;609
"32";"0049";"Avión";2.953;1.299;1.654
"32";"0052";"Baltar";1.332;660;672
"32";"0065";"Bande";2.679;1.270;1.409
"32";"0071";"Baños de Molgas";2.258;1.119;1.139
"32";"0087";"Barbadás";5.576;2.680;2.896
"32";"0090";"Barco de Valdeorras (O)";12.157;6.065;6.092
"32";"0104";"Beade";585;281;304
"32";"0111";"Beariz";1.671;768;903
"32";"0126";"Blancos (Os)";1.243;620;623
"32";"0132";"Boborás";3.560;1.627;1.933
"32";"0147";"Bola (A)";1.621;761;860
"32";"0150";"Bolo (O)";1.549;758;791
"32";"0163";"Calvos de Randín";1.346;664;682
"32";"0185";"Carballeda de Avia";1.754;841;913
"32";"0179";"Carballeda de Valdeorras";2.341;1.173;1.168
"32";"0198";"Carballiño (O)";12.170;5.764;6.406
"32";"0202";"Cartelle";4.055;1.950;2.105
"32";"0224";"Castrelo de Miño";2.099;1.007;1.092
"32";"0219";"Castrelo do Val";1.308;644;664
"32";"0230";"Castro Caldelas";2.001;1.009;992
"32";"0245";"Celanova";5.959;2.816;3.143
"32";"0258";"Cenlle";1.744;812;932
"32";"0296";"Chandrexa de Queixa";928;506;422
"32";"0261";"Coles";3.064;1.505;1.559
"32";"0277";"Cortegada";1.468;711;757
"32";"0283";"Cualedro";2.475;1.239;1.236
"32";"0300";"Entrimo";1.510;677;833
"32";"0317";"Esgos";1.376;666;710
"32";"0338";"Gomesende";1.218;560;658
"32";"0343";"Gudiña (A)";1.826;925;901
"32";"0356";"Irixo (O)";2.259;1.041;1.218
"32";"0381";"Larouco";625;292;333
"32";"0394";"Laza";2.112;1.053;1.059
"32";"0408";"Leiro";2.052;978;1.074
"32";"0415";"Lobeira";1.249;602;647
"32";"0420";"Lobios";2.715;1.297;1.418
"32";"0436";"Maceda";3.366;1.612;1.754
"32";"0441";"Manzaneda";1.343;691;652
"32";"0454";"Maside";3.364;1.573;1.791
"32";"0467";"Melón";1.631;716;915
"32";"0473";"Merca (A)";2.441;1.175;1.266
"32";"0489";"Mezquita (A)";1.581;804;777
"32";"0492";"Montederramo";1.367;701;666
"32";"0505";"Monterrei";3.465;1.727;1.738
"32";"0512";"Muíños";2.122;1.014;1.108
"32";"0527";"Nogueira de Ramuín";2.676;1.251;1.425
"32";"0533";"Oímbra";2.002;995;1.007
"32";"0548";"Ourense";107.965;50.698;57.267
"32";"0551";"Paderne de Allariz";1.756;837;919
"32";"0564";"Padrenda";2.745;1.318;1.427
"32";"0570";"Parada de Sil";895;426;469
"32";"0586";"Pereiro de Aguiar (O)";4.673;2.285;2.388
"32";"0599";"Peroxa (A)";2.599;1.225;1.374
"32";"0603";"Petín";1.181;564;617
"32";"0610";"Piñor";1.641;816;825
"32";"0631";"Pobra de Trives (A)";2.986;1.488;1.498
"32";"0646";"Pontedeva";751;348;403
"32";"0625";"Porqueira";1.196;572;624
"32";"0659";"Punxín";985;467;518
"32";"0662";"Quintela de Leirado";1.014;475;539
"32";"0678";"Rairiz de Veiga";1.952;955;997
"32";"0684";"Ramirás";2.100;969;1.131
"32";"0697";"Ribadavia";5.568;2.680;2.888
"32";"0718";"Riós";2.364;1.192;1.172
"32";"0723";"Rúa (A)";5.009;2.453;2.556
"32";"0739";"Rubiá";1.887;932;955
"32";"0744";"San Amaro";1.603;776;827
"32";"0757";"San Cibrao das Viñas";3.423;1.646;1.777
"32";"0760";"San Cristovo de Cea";3.313;1.608;1.705
"32";"0701";"San Xoán de Río";1.084;514;570
"32";"0776";"Sandiás";1.691;789;902
"32";"0782";"Sarreaus";2.023;1.001;1.022
"32";"0795";"Taboadela";1.746;874;872
"32";"0809";"Teixeira (A)";624;293;331
"32";"0816";"Toén";2.597;1.317;1.280
"32";"0821";"Trasmiras";1.874;911;963
"32";"0837";"Veiga (A)";1.473;736;737
"32";"0842";"Verea";1.478;701;777
"32";"0855";"Verín";12.441;6.079;6.362
"32";"0868";"Viana do Bolo";4.286;2.114;2.172
"32";"0874";"Vilamarín";2.260;1.104;1.156
"32";"0880";"Vilamartín de Valdeorras";2.514;1.235;1.279
"32";"0893";"Vilar de Barrio";2.158;1.073;1.085
"32";"0907";"Vilar de Santos";1.039;511;528
"32";"0914";"Vilardevós";2.994;1.500;1.494
"32";"0929";"Vilariño de Conso";847;465;382
"32";"0322";"Xinzo de Limia";9.511;4.718;4.793
"32";"0369";"Xunqueira de Ambía";2.103;1.028;1.075
"32";"0375";"Xunqueira de Espadanedo";1.106;528;578
"33";"0019";"Allande";2.558;1.309;1.249
"33";"0024";"Aller";15.985;7.896;8.089
"33";"0030";"Amieva";947;502;445
"33";"0045";"Avilés";84.835;40.876;43.959
"33";"0058";"Belmonte de Miranda";2.397;1.227;1.170
"33";"0061";"Bimenes";2.225;1.055;1.170
"33";"0077";"Boal";2.656;1.310;1.346
"33";"0083";"Cabrales";2.318;1.186;1.132
"33";"0096";"Cabranes";1.289;639;650
"33";"0100";"Candamo";2.644;1.270;1.374
"33";"0122";"Cangas de Onís";6.211;3.030;3.181
"33";"0117";"Cangas del Narcea";17.812;9.042;8.770
"33";"0138";"Caravia";559;282;277
"33";"0143";"Carreño";10.587;5.141;5.446
"33";"0156";"Caso";2.052;1.079;973
"33";"0169";"Castrillón";22.457;10.900;11.557
"33";"0175";"Castropol";4.467;2.130;2.337
"33";"0181";"Coaña";3.780;1.840;1.940
"33";"0194";"Colunga";4.571;2.239;2.332
"33";"0208";"Corvera de Asturias";16.396;8.058;8.338
"33";"0215";"Cudillero";6.176;3.028;3.148
"33";"0220";"Degaña";1.565;827;738
"33";"0236";"Franco (El)";4.159;2.032;2.127
"33";"0241";"Gijón";265.491;126.181;139.310
"33";"0254";"Gozón";11.372;5.534;5.838
"33";"0267";"Grado";11.844;5.710;6.134
"33";"0273";"Grandas de Salime";1.366;698;668
"33";"0289";"Ibias";2.222;1.202;1.020
"33";"0292";"Illano";666;354;312
"33";"0306";"Illas";1.188;625;563
"33";"0313";"Langreo";50.001;23.925;26.076
"33";"0328";"Laviana";14.862;7.222;7.640
"33";"0334";"Lena";14.066;6.861;7.205
"33";"0352";"Llanera";11.528;5.671;5.857
"33";"0365";"Llanes";13.015;6.243;6.772
"33";"0371";"Mieres";50.760;24.363;26.397
"33";"0387";"Morcín";2.996;1.468;1.528
"33";"0390";"Muros de Nalón";2.397;1.125;1.272
"33";"0404";"Nava";5.666;2.787;2.879
"33";"0411";"Navia";9.149;4.401;4.748
"33";"0426";"Noreña";4.230;2.016;2.214
"33";"0432";"Onís";906;456;450
"33";"0447";"Oviedo";199.549;93.036;106.513
